,count
2008-01-08 22:30:00,3507
2008-01-09 00:30:00,3529
2008-01-09 02:30:00,3517
2008-01-09 04:30:00,3462
2008-01-09 06:30:00,3428
2008-01-09 08:30:00,3381
2008-01-09 10:30:00,3449
2008-01-09 12:30:00,3439
2008-01-09 14:30:00,3453
2008-01-09 16:30:00,3479
2008-01-09 18:30:00,3496
2008-01-09 20:30:00,3474
2008-01-09 22:30:00,3446
2008-01-10 00:30:00,3460
2008-01-10 02:30:00,3475
2008-01-10 04:30:00,3468
2008-01-10 06:30:00,3460
2008-01-10 08:30:00,3457
2008-01-10 10:30:00,3546
2008-01-10 12:30:00,3570
2008-01-10 14:30:00,3550
2008-01-10 16:30:00,3588
2008-01-10 18:30:00,3608
2008-01-10 20:30:00,3592
2008-01-10 22:30:00,3513
2008-01-11 00:30:00,3485
2008-01-11 02:30:00,3491
2008-01-11 04:30:00,3476
2008-01-11 06:30:00,3434
2008-01-11 08:30:00,3397
2008-01-11 10:30:00,3370
2008-01-11 12:30:00,3389
2008-01-11 14:30:00,3401
2008-01-11 16:30:00,3445
2008-01-11 18:30:00,3474
2008-01-11 20:30:00,3464
2008-01-11 22:30:00,3422
2008-01-12 00:30:00,3399
2008-01-12 02:30:00,3414
2008-01-12 04:30:00,3495
2008-01-12 06:30:00,3481
2008-01-12 08:30:00,3442
2008-01-12 10:30:00,3410
2008-01-12 12:30:00,3433
2008-01-12 14:30:00,3473
2008-01-12 16:30:00,3485
2008-01-12 18:30:00,3548
2008-01-12 20:30:00,3598
2008-01-12 22:30:00,3569
2008-01-13 00:30:00,3487
2008-01-13 02:30:00,3436
2008-01-13 04:30:00,3507
2008-01-13 06:30:00,3529
2008-01-13 08:30:00,3508
2008-01-13 10:30:00,3463
2008-01-13 12:30:00,3448
2008-01-13 14:30:00,3483
2008-01-13 16:30:00,3479
2008-01-13 18:30:00,3530
2008-01-13 20:30:00,3578
2008-01-13 22:30:00,3545
2008-01-14 00:30:00,3465
2008-01-14 02:30:00,3446
2008-01-14 04:30:00,3457
2008-01-14 06:30:00,3532
2008-01-14 08:30:00,3577
2008-01-14 10:30:00,3542
2008-01-14 12:30:00,3523
2008-01-14 14:30:00,3538
2008-01-14 16:30:00,3519
2008-01-14 18:30:00,3587
2008-01-14 20:30:00,3646
2008-01-14 22:30:00,3610
2008-01-15 00:30:00,3553
2008-01-15 02:30:00,3532
2008-01-15 04:30:00,3514
2008-01-15 06:30:00,3484
2008-01-15 08:30:00,3529
2008-01-15 10:30:00,3517
2008-01-15 12:30:00,3518
2008-01-15 14:30:00,3550
2008-01-15 16:30:00,3546
2008-01-15 18:30:00,3533
2008-01-15 20:30:00,3572
2008-01-15 22:30:00,3567
2008-01-16 00:30:00,3546
2008-01-16 02:30:00,3487
2008-01-16 04:30:00,3517
2008-01-16 06:30:00,3526
2008-01-16 08:30:00,3562
2008-01-16 10:30:00,3564
2008-01-16 12:30:00,3541
2008-01-16 14:30:00,3531
2008-01-16 16:30:00,3510
2008-01-16 18:30:00,3478
2008-01-16 20:30:00,3534
2008-01-16 22:30:00,3564
2008-01-17 00:30:00,3540
2008-01-17 02:30:00,3499
2008-01-17 04:30:00,3462
2008-01-17 06:30:00,3500
2008-01-17 08:30:00,3530
2008-01-17 10:30:00,3552
2008-01-17 12:30:00,3584
2008-01-17 14:30:00,3594
2008-01-17 16:30:00,3599
2008-01-17 18:30:00,3565
2008-01-17 20:30:00,3652
2008-01-17 22:30:00,3678
2008-01-18 00:30:00,3634
2008-01-18 02:30:00,3570
2008-01-18 04:30:00,3490
2008-01-18 06:30:00,3538
2008-01-18 08:30:00,3569
2008-01-18 10:30:00,3598
2008-01-18 12:30:00,3644
2008-01-18 14:30:00,3657
2008-01-18 16:30:00,3625
2008-01-18 18:30:00,3623
2008-01-18 20:30:00,3591
2008-01-18 22:30:00,3650
2008-01-19 00:30:00,3624
2008-01-19 02:30:00,3593
2008-01-19 04:30:00,3539
2008-01-19 06:30:00,3522
2008-01-19 08:30:00,3580
2008-01-19 10:30:00,3612
2008-01-19 12:30:00,3606
2008-01-19 14:30:00,3629
2008-01-19 16:30:00,3611
2008-01-19 18:30:00,3564
2008-01-19 20:30:00,3514
2008-01-19 22:30:00,3584
2008-01-20 00:30:00,3588
2008-01-20 02:30:00,3547
2008-01-20 04:30:00,3495
2008-01-20 06:30:00,3455
2008-01-20 08:30:00,3448
2008-01-20 10:30:00,3523
2008-01-20 12:30:00,3584
2008-01-20 14:30:00,3603
2008-01-20 16:30:00,3599
2008-01-20 18:30:00,3592
2008-01-20 20:30:00,3552
2008-01-20 22:30:00,3502
2008-01-21 00:30:00,3512
2008-01-21 02:30:00,3525
2008-01-21 04:30:00,3489
2008-01-21 06:30:00,3439
2008-01-21 08:30:00,3450
2008-01-21 10:30:00,3502
2008-01-21 12:30:00,3559
2008-01-21 14:30:00,3596
2008-01-21 16:30:00,3562
2008-01-21 18:30:00,3558
2008-01-21 20:30:00,3520
2008-01-21 22:30:00,3492
2008-01-22 00:30:00,3456
2008-01-22 02:30:00,3429
2008-01-22 04:30:00,3399
2008-01-22 06:30:00,3352
2008-01-22 08:30:00,3325
2008-01-22 10:30:00,3374
2008-01-22 12:30:00,3422
2008-01-22 14:30:00,3472
2008-01-22 16:30:00,3490
2008-01-22 18:30:00,3440
2008-01-22 20:30:00,3442
2008-01-22 22:30:00,3384
2008-01-23 00:30:00,3346
2008-01-23 02:30:00,3395
2008-01-23 04:30:00,3403
2008-01-23 06:30:00,3370
2008-01-23 08:30:00,3305
2008-01-23 10:30:00,3342
2008-01-23 12:30:00,3348
2008-01-23 14:30:00,3380
2008-01-23 16:30:00,3407
2008-01-23 18:30:00,3399
2008-01-23 20:30:00,3381
2008-01-23 22:30:00,3354
2008-01-24 00:30:00,3324
2008-01-24 02:30:00,3347
2008-01-24 04:30:00,3363
2008-01-24 06:30:00,3317
2008-01-24 08:30:00,3253
2008-01-24 10:30:00,3266
2008-01-24 12:30:00,3311
2008-01-24 14:30:00,3348
2008-01-24 16:30:00,3359
2008-01-24 18:30:00,3391
2008-01-24 20:30:00,3335
2008-01-24 22:30:00,3340
2008-01-25 00:30:00,3321
2008-01-25 02:30:00,3294
2008-01-25 04:30:00,3336
2008-01-25 06:30:00,3304
2008-01-25 08:30:00,3222
2008-01-25 10:30:00,3195
2008-01-25 12:30:00,3251
2008-01-25 14:30:00,3286
2008-01-25 16:30:00,3328
2008-01-25 18:30:00,3327
2008-01-25 20:30:00,3255
2008-01-25 22:30:00,3247
2008-01-26 00:30:00,3232
2008-01-26 02:30:00,3222
2008-01-26 04:30:00,3242
2008-01-26 06:30:00,3231
2008-01-26 08:30:00,3202
2008-01-26 10:30:00,3177
2008-01-26 12:30:00,3179
2008-01-26 14:30:00,3207
2008-01-26 16:30:00,3197
2008-01-26 18:30:00,3223
2008-01-26 20:30:00,3206
2008-01-26 22:30:00,3165
2008-01-27 00:30:00,3160
2008-01-27 02:30:00,3159
2008-01-27 04:30:00,3155
2008-01-27 06:30:00,3187
2008-01-27 08:30:00,3176
2008-01-27 10:30:00,3164
2008-01-27 12:30:00,3170
2008-01-27 14:30:00,3163
2008-01-27 16:30:00,3134
2008-01-27 18:30:00,3142
2008-01-27 20:30:00,3183
2008-01-27 22:30:00,3161
2008-01-28 00:30:00,3110
2008-01-28 02:30:00,3121
2008-01-28 04:30:00,3109
2008-01-28 06:30:00,3107
2008-01-28 08:30:00,3104
2008-01-28 10:30:00,3083
2008-01-28 12:30:00,3116
2008-01-28 14:30:00,3113
2008-01-28 16:30:00,3121
2008-01-28 18:30:00,3132
2008-01-28 20:30:00,3135
2008-01-28 22:30:00,3106
2008-01-29 00:30:00,3056
2008-01-29 02:30:00,3061
2008-01-29 04:30:00,3058
2008-01-29 06:30:00,3041
2008-01-29 08:30:00,3023
2008-01-29 10:30:00,3026
2008-01-29 12:30:00,3047
2008-01-29 14:30:00,3078
2008-01-29 16:30:00,3081
2008-01-29 18:30:00,3084
2008-01-29 20:30:00,3100
2008-01-29 22:30:00,3092
2008-01-30 00:30:00,3057
2008-01-30 02:30:00,2985
2008-01-30 04:30:00,2992
2008-01-30 06:30:00,3006
2008-01-30 08:30:00,3017
2008-01-30 10:30:00,3004
2008-01-30 12:30:00,3018
2008-01-30 14:30:00,3051
2008-01-30 16:30:00,3032
2008-01-30 18:30:00,3044
2008-01-30 20:30:00,3116
2008-01-30 22:30:00,3109
2008-01-31 00:30:00,3080
2008-01-31 02:30:00,3038
2008-01-31 04:30:00,3012
2008-01-31 06:30:00,3025
2008-01-31 08:30:00,3042
2008-01-31 10:30:00,3044
2008-01-31 12:30:00,3062
2008-01-31 14:30:00,3066
2008-01-31 16:30:00,3044
2008-01-31 18:30:00,3057
2008-01-31 20:30:00,3106
2008-01-31 22:30:00,3121
2008-02-01 00:30:00,3111
2008-02-01 02:30:00,3044
2008-02-01 04:30:00,3018
2008-02-01 06:30:00,3069
2008-02-01 08:30:00,3055
2008-02-01 10:30:00,3098
2008-02-01 12:30:00,3095
2008-02-01 14:30:00,3089
2008-02-01 16:30:00,3071
2008-02-01 18:30:00,3076
2008-02-01 20:30:00,3136
2008-02-01 22:30:00,3141
2008-02-02 00:30:00,3111
2008-02-02 02:30:00,3067
2008-02-02 04:30:00,3020
2008-02-02 06:30:00,3054
2008-02-02 08:30:00,3088
2008-02-02 10:30:00,3106
2008-02-02 12:30:00,3119
2008-02-02 14:30:00,3129
2008-02-02 16:30:00,3106
2008-02-02 18:30:00,3090
2008-02-02 20:30:00,3140
2008-02-02 22:30:00,3140
2008-02-03 00:30:00,3121
2008-02-03 02:30:00,3100
2008-02-03 04:30:00,3046
2008-02-03 06:30:00,3035
2008-02-03 08:30:00,3076
2008-02-03 10:30:00,3078
2008-02-03 12:30:00,3059
2008-02-03 14:30:00,3061
2008-02-03 16:30:00,3058
2008-02-03 18:30:00,3036
2008-02-03 20:30:00,3027
2008-02-03 22:30:00,3073
2008-02-04 00:30:00,3088
2008-02-04 02:30:00,3069
2008-02-04 04:30:00,3055
2008-02-04 06:30:00,3013
2008-02-04 08:30:00,3054
2008-02-04 10:30:00,3091
2008-02-04 12:30:00,3095
2008-02-04 14:30:00,3078
2008-02-04 16:30:00,3094
2008-02-04 18:30:00,3087
2008-02-04 20:30:00,3083
2008-02-04 22:30:00,3089
2008-02-05 00:30:00,3092
2008-02-05 02:30:00,3098
2008-02-05 04:30:00,3071
2008-02-05 06:30:00,3056
2008-02-05 08:30:00,3063
2008-02-05 10:30:00,3092
2008-02-05 12:30:00,3094
2008-02-05 14:30:00,3097
2008-02-05 16:30:00,3142
2008-02-05 18:30:00,3162
2008-02-05 20:30:00,3145
2008-02-05 22:30:00,3139
2008-02-06 00:30:00,3132
2008-02-06 02:30:00,3138
2008-02-06 04:30:00,3130
2008-02-06 06:30:00,3096
2008-02-06 08:30:00,3065
2008-02-06 10:30:00,3082
2008-02-06 12:30:00,3128
2008-02-06 14:30:00,3132
2008-02-06 16:30:00,3179
2008-02-06 18:30:00,3161
2008-02-06 20:30:00,3142
2008-02-06 22:30:00,3111
2008-02-07 00:30:00,3170
2008-02-07 02:30:00,3192
2008-02-07 04:30:00,3171
2008-02-07 06:30:00,3162
2008-02-07 08:30:00,3164
2008-02-07 10:30:00,3179
2008-02-07 12:30:00,3175
2008-02-07 14:30:00,3181
2008-02-07 16:30:00,3232
2008-02-07 18:30:00,3216
2008-02-07 20:30:00,3197
2008-02-07 22:30:00,3166
2008-02-08 00:30:00,3125
2008-02-08 02:30:00,3160
2008-02-08 04:30:00,3151
2008-02-08 06:30:00,3123
2008-02-08 08:30:00,3078
2008-02-08 10:30:00,3096
2008-02-08 12:30:00,3097
2008-02-08 14:30:00,3096
2008-02-08 16:30:00,3110
2008-02-08 18:30:00,3112
2008-02-08 20:30:00,3098
2008-02-08 22:30:00,3114
2008-02-09 00:30:00,3101
2008-02-09 02:30:00,3082
2008-02-09 04:30:00,3119
2008-02-09 06:30:00,3132
2008-02-09 08:30:00,3107
2008-02-09 10:30:00,3083
2008-02-09 12:30:00,3062
2008-02-09 14:30:00,3070
2008-02-09 16:30:00,3083
2008-02-09 18:30:00,3136
2008-02-09 20:30:00,3125
2008-02-09 22:30:00,3082
2008-02-10 00:30:00,3079
2008-02-10 02:30:00,3054
2008-02-10 04:30:00,3088
2008-02-10 06:30:00,3115
2008-02-10 08:30:00,3114
2008-02-10 10:30:00,3077
2008-02-10 12:30:00,3066
2008-02-10 14:30:00,3045
2008-02-10 16:30:00,3039
2008-02-10 18:30:00,3072
2008-02-10 20:30:00,3088
2008-02-10 22:30:00,3057
2008-02-11 00:30:00,3055
2008-02-11 02:30:00,3038
2008-02-11 04:30:00,3042
2008-02-11 06:30:00,3066
2008-02-11 08:30:00,3083
2008-02-11 10:30:00,3045
2008-02-11 12:30:00,3084
2008-02-11 14:30:00,3050
2008-02-11 16:30:00,3048
2008-02-11 18:30:00,3107
2008-02-11 20:30:00,3132
2008-02-11 22:30:00,3108
2008-02-12 00:30:00,3096
2008-02-12 02:30:00,3088
2008-02-12 04:30:00,3058
2008-02-12 06:30:00,3070
2008-02-12 08:30:00,3096
2008-02-12 10:30:00,3072
2008-02-12 12:30:00,3096
2008-02-12 14:30:00,3083
2008-02-12 16:30:00,3033
2008-02-12 18:30:00,3071
2008-02-12 20:30:00,3097
2008-02-12 22:30:00,3065
2008-02-13 00:30:00,2997
2008-02-13 02:30:00,3009
2008-02-13 04:30:00,3004
2008-02-13 06:30:00,3015
2008-02-13 08:30:00,2989
2008-02-13 10:30:00,2986
2008-02-13 12:30:00,2984
2008-02-13 14:30:00,2972
2008-02-13 16:30:00,2962
2008-02-13 18:30:00,2983
2008-02-13 20:30:00,3008
2008-02-13 22:30:00,3000
2008-02-14 00:30:00,2962
2008-02-14 02:30:00,2975
2008-02-14 04:30:00,2976
2008-02-14 06:30:00,2966
2008-02-14 08:30:00,2980
2008-02-14 10:30:00,2990
2008-02-14 12:30:00,2999
2008-02-14 14:30:00,2993
2008-02-14 16:30:00,2984
2008-02-14 18:30:00,2948
2008-02-14 20:30:00,3000
2008-02-14 22:30:00,3026
2008-02-15 00:30:00,2988
2008-02-15 02:30:00,2951
2008-02-15 04:30:00,2972
2008-02-15 06:30:00,2964
2008-02-15 08:30:00,2938
2008-02-15 10:30:00,2941
2008-02-15 12:30:00,2924
2008-02-15 14:30:00,2948
2008-02-15 16:30:00,2951
2008-02-15 18:30:00,2938
2008-02-15 20:30:00,3022
2008-02-15 22:30:00,3012
2008-02-16 00:30:00,2977
2008-02-16 02:30:00,2947
2008-02-16 04:30:00,2949
2008-02-16 06:30:00,2951
2008-02-16 08:30:00,2974
2008-02-16 10:30:00,2989
2008-02-16 12:30:00,2985
2008-02-16 14:30:00,2955
2008-02-16 16:30:00,2955
2008-02-16 18:30:00,2933
2008-02-16 20:30:00,2926
2008-02-16 22:30:00,2979
2008-02-17 00:30:00,2944
2008-02-17 02:30:00,2895
2008-02-17 04:30:00,2839
2008-02-17 06:30:00,2885
2008-02-17 08:30:00,2927
2008-02-17 10:30:00,2949
2008-02-17 12:30:00,2955
2008-02-17 14:30:00,2941
2008-02-17 16:30:00,2912
2008-02-17 18:30:00,2910
2008-02-17 20:30:00,2878
2008-02-17 22:30:00,2923
2008-02-18 00:30:00,2925
2008-02-18 02:30:00,2906
2008-02-18 04:30:00,2863
2008-02-18 06:30:00,2837
2008-02-18 08:30:00,2856
2008-02-18 10:30:00,2902
2008-02-18 12:30:00,2907
2008-02-18 14:30:00,2904
2008-02-18 16:30:00,2870
2008-02-18 18:30:00,2902
2008-02-18 20:30:00,2905
2008-02-18 22:30:00,2872
2008-02-19 00:30:00,2917
2008-02-19 02:30:00,2902
2008-02-19 04:30:00,2842
2008-02-19 06:30:00,2819
2008-02-19 08:30:00,2826
2008-02-19 10:30:00,2849
2008-02-19 12:30:00,2860
2008-02-19 14:30:00,2883
2008-02-19 16:30:00,2897
2008-02-19 18:30:00,2874
2008-02-19 20:30:00,2911
2008-02-19 22:30:00,2869
2008-02-20 00:30:00,2894
2008-02-20 02:30:00,2912
2008-02-20 04:30:00,2863
2008-02-20 06:30:00,2815
2008-02-20 08:30:00,2823
2008-02-20 10:30:00,2841
2008-02-20 12:30:00,2881
2008-02-20 14:30:00,2849
2008-02-20 16:30:00,2905
2008-02-20 18:30:00,2855
2008-02-20 20:30:00,2875
2008-02-20 22:30:00,2865
2008-02-21 00:30:00,2826
2008-02-21 02:30:00,2882
2008-02-21 04:30:00,2877
2008-02-21 06:30:00,2848
2008-02-21 08:30:00,2802
2008-02-21 10:30:00,2843
2008-02-21 12:30:00,2869
2008-02-21 14:30:00,2874
2008-02-21 16:30:00,2915
2008-02-21 18:30:00,2887
2008-02-21 20:30:00,2843
2008-02-21 22:30:00,2860
2008-02-22 00:30:00,2831
2008-02-22 02:30:00,2839
2008-02-22 04:30:00,2854
2008-02-22 06:30:00,2796
2008-02-22 08:30:00,2750
2008-02-22 10:30:00,2778
2008-02-22 12:30:00,2834
2008-02-22 14:30:00,2847
2008-02-22 16:30:00,2854
2008-02-22 18:30:00,2860
2008-02-22 20:30:00,2792
2008-02-22 22:30:00,2829
2008-02-23 00:30:00,2822
2008-02-23 02:30:00,2812
2008-02-23 04:30:00,2841
2008-02-23 06:30:00,2824
2008-02-23 08:30:00,2764
2008-02-23 10:30:00,2789
2008-02-23 12:30:00,2831
2008-02-23 14:30:00,2835
2008-02-23 16:30:00,2837
2008-02-23 18:30:00,2857
2008-02-23 20:30:00,2810
2008-02-23 22:30:00,2793
2008-02-24 00:30:00,2816
2008-02-24 02:30:00,2793
2008-02-24 04:30:00,2801
2008-02-24 06:30:00,2837
2008-02-24 08:30:00,2799
2008-02-24 10:30:00,2816
2008-02-24 12:30:00,2829
2008-02-24 14:30:00,2841
2008-02-24 16:30:00,2826
2008-02-24 18:30:00,2858
2008-02-24 20:30:00,2840
2008-02-24 22:30:00,2782
2008-02-25 00:30:00,2815
2008-02-25 02:30:00,2817
2008-02-25 04:30:00,2805
2008-02-25 06:30:00,2805
2008-02-25 08:30:00,2789
2008-02-25 10:30:00,2803
2008-02-25 12:30:00,2831
2008-02-25 14:30:00,2836
2008-02-25 16:30:00,2820
2008-02-25 18:30:00,2858
2008-02-25 20:30:00,2857
2008-02-25 22:30:00,2804
2008-02-26 00:30:00,2788
2008-02-26 02:30:00,2794
2008-02-26 04:30:00,2794
2008-02-26 06:30:00,2762
2008-02-26 08:30:00,2753
2008-02-26 10:30:00,2768
2008-02-26 12:30:00,2815
2008-02-26 14:30:00,2841
2008-02-26 16:30:00,2807
2008-02-26 18:30:00,2849
2008-02-26 20:30:00,2863
2008-02-26 22:30:00,2840
2008-02-27 00:30:00,2782
2008-02-27 02:30:00,2806
2008-02-27 04:30:00,2808
2008-02-27 06:30:00,2793
2008-02-27 08:30:00,2775
2008-02-27 10:30:00,2783
2008-02-27 12:30:00,2796
2008-02-27 14:30:00,2798
2008-02-27 16:30:00,2782
2008-02-27 18:30:00,2884
2008-02-27 20:30:00,2895
2008-02-27 22:30:00,2886
2008-02-28 00:30:00,2807
2008-02-28 02:30:00,2785
2008-02-28 04:30:00,2786
2008-02-28 06:30:00,2788
2008-02-28 08:30:00,2779
2008-02-28 10:30:00,2771
2008-02-28 12:30:00,2790
2008-02-28 14:30:00,2792
2008-02-28 16:30:00,2782
2008-02-28 18:30:00,2849
2008-02-28 20:30:00,2855
2008-02-28 22:30:00,2818
2008-02-29 00:30:00,2776
2008-02-29 02:30:00,2756
2008-02-29 04:30:00,2809
2008-02-29 06:30:00,2829
2008-02-29 08:30:00,2803
2008-02-29 10:30:00,2815
2008-02-29 12:30:00,2815
2008-02-29 14:30:00,2793
2008-02-29 16:30:00,2789
2008-02-29 18:30:00,2797
2008-02-29 20:30:00,2834
2008-02-29 22:30:00,2818
2008-03-01 00:30:00,2768
2008-03-01 02:30:00,2722
2008-03-01 04:30:00,2767
2008-03-01 06:30:00,2777
2008-03-01 08:30:00,2813
2008-03-01 10:30:00,2802
2008-03-01 12:30:00,2800
2008-03-01 14:30:00,2782
2008-03-01 16:30:00,2775
2008-03-01 18:30:00,2776
2008-03-01 20:30:00,2807
2008-03-01 22:30:00,2798
2008-03-02 00:30:00,2758
2008-03-02 02:30:00,2730
2008-03-02 04:30:00,2723
2008-03-02 06:30:00,2778
2008-03-02 08:30:00,2810
2008-03-02 10:30:00,2819
2008-03-02 12:30:00,2806
2008-03-02 14:30:00,2801
2008-03-02 16:30:00,2759
2008-03-02 18:30:00,2745
2008-03-02 20:30:00,2780
2008-03-02 22:30:00,2829
2008-03-03 00:30:00,2823
2008-03-03 02:30:00,2787
2008-03-03 04:30:00,2746
2008-03-03 06:30:00,2805
2008-03-03 08:30:00,2815
2008-03-03 10:30:00,2824
2008-03-03 12:30:00,2817
2008-03-03 14:30:00,2812
2008-03-03 16:30:00,2779
2008-03-03 18:30:00,2756
2008-03-03 20:30:00,2760
2008-03-03 22:30:00,2815
2008-03-04 00:30:00,2836
2008-03-04 02:30:00,2810
2008-03-04 04:30:00,2767
2008-03-04 06:30:00,2769
2008-03-04 08:30:00,2784
2008-03-04 10:30:00,2796
2008-03-04 12:30:00,2801
2008-03-04 14:30:00,2813
2008-03-04 16:30:00,2760
2008-03-04 18:30:00,2759
2008-03-04 20:30:00,2738
2008-03-04 22:30:00,2714
2008-03-05 00:30:00,2776
2008-03-05 02:30:00,2799
2008-03-05 04:30:00,2773
2008-03-05 06:30:00,2757
2008-03-05 08:30:00,2805
2008-03-05 10:30:00,2834
2008-03-05 12:30:00,2845
2008-03-05 14:30:00,2834
2008-03-05 16:30:00,2841
2008-03-05 18:30:00,2824
2008-03-05 20:30:00,2789
2008-03-05 22:30:00,2759
2008-03-06 00:30:00,2808
2008-03-06 02:30:00,2828
2008-03-06 04:30:00,2833
2008-03-06 06:30:00,2787
2008-03-06 08:30:00,2799
2008-03-06 10:30:00,2795
2008-03-06 12:30:00,2801
2008-03-06 14:30:00,2830
2008-03-06 16:30:00,2872
2008-03-06 18:30:00,2865
2008-03-06 20:30:00,2812
2008-03-06 22:30:00,2783
2008-03-07 00:30:00,2814
2008-03-07 02:30:00,2886
2008-03-07 04:30:00,2888
2008-03-07 06:30:00,2881
2008-03-07 08:30:00,2848
2008-03-07 10:30:00,2868
2008-03-07 12:30:00,2849
2008-03-07 14:30:00,2882
2008-03-07 16:30:00,2905
2008-03-07 18:30:00,2898
2008-03-07 20:30:00,2857
2008-03-07 22:30:00,2842
2008-03-08 00:30:00,2822
2008-03-08 02:30:00,2858
2008-03-08 04:30:00,2893
2008-03-08 06:30:00,2877
2008-03-08 08:30:00,2828
2008-03-08 10:30:00,2853
2008-03-08 12:30:00,2813
2008-03-08 14:30:00,2855
2008-03-08 16:30:00,2891
2008-03-08 18:30:00,2887
2008-03-08 20:30:00,2827
2008-03-08 22:30:00,2821
2008-03-09 00:30:00,2793
2008-03-09 02:30:00,2808
2008-03-09 04:30:00,2861
2008-03-09 06:30:00,2848
2008-03-09 08:30:00,2776
2008-03-09 10:30:00,2791
2008-03-09 12:30:00,2800
2008-03-09 14:30:00,2793
2008-03-09 16:30:00,2844
2008-03-09 18:30:00,2867
2008-03-09 20:30:00,2843
2008-03-09 22:30:00,2809
2008-03-10 00:30:00,2827
2008-03-10 02:30:00,2828
2008-03-10 04:30:00,2878
2008-03-10 06:30:00,2895
2008-03-10 08:30:00,2846
2008-03-10 10:30:00,2827
2008-03-10 12:30:00,2841
2008-03-10 14:30:00,2821
2008-03-10 16:30:00,2875
2008-03-10 18:30:00,2859
2008-03-10 20:30:00,2833
2008-03-10 22:30:00,2805
2008-03-11 00:30:00,2818
2008-03-11 02:30:00,2844
2008-03-11 04:30:00,2863
2008-03-11 06:30:00,2904
2008-03-11 08:30:00,2868
2008-03-11 10:30:00,2851
2008-03-11 12:30:00,2867
2008-03-11 14:30:00,2849
2008-03-11 16:30:00,2914
2008-03-11 18:30:00,2938
2008-03-11 20:30:00,2898
2008-03-11 22:30:00,2849
2008-03-12 00:30:00,2854
2008-03-12 02:30:00,2863
2008-03-12 04:30:00,2884
2008-03-12 06:30:00,2872
2008-03-12 08:30:00,2854
2008-03-12 10:30:00,2847
2008-03-12 12:30:00,2859
2008-03-12 14:30:00,2861
2008-03-12 16:30:00,2839
2008-03-12 18:30:00,2895
2008-03-12 20:30:00,2846
2008-03-12 22:30:00,2808
2008-03-13 00:30:00,2791
2008-03-13 02:30:00,2815
2008-03-13 04:30:00,2860
2008-03-13 06:30:00,2888
2008-03-13 08:30:00,2901
2008-03-13 10:30:00,2885
2008-03-13 12:30:00,2888
2008-03-13 14:30:00,2870
2008-03-13 16:30:00,2859
2008-03-13 18:30:00,2877
